author,bookformat,desc,genre,img,isbn,pages,rating,reviews,title,totalratings
Charlaine Harris,Hardcover,"Louisiana cocktail waitress Sookie Stackhouse has her hands full dealing with every sort of undead and paranormal creature imaginable. And after being betrayed by her longtime vampire love, Sookie must not only deal with a new man in her lifeâ€”the shapeshifter Quinnâ€”but also contend with the long-planned vampire summit. , The summit is a tense situation. The vampire queen of Louisiana is in a precarious position, her power base weakened by hurricane damage to New Orleans. And there are some vamps who would like to finish what nature started. Soon, Sookie must decide what side she'll stand with. And her choice may mean the difference between survival and all-out catastrophe.,And with HBO's launching of an all-new show, ,True Blood,, based on the Southern Vampire novels, the demand for Charlaine Harris and Sookie Stackhouse is bigger than ever.","Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Fantasy,Urban Fantasy,Fiction,Romance,Mystery,Romance,Paranormal Romance,Fantasy,Supernatural,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417964062l/140075.jpg,441014941,323,4.04,3677,All Together Dead,193092
Stephen King,Mass Market Paperback,"Johnny, the small boy who skated at breakneck speed into an accident that for one horrifying moment plunged him into ,The Dead Zone,. ,Johnny Smith, the small-town schoolteacher who spun the wheel of fortune and won a four-and-a-half-year trip into ,The Dead Zone,. ,John Smith, who awakened from an interminable coma with an accursed powerâ€”the power to see the future and the terrible fate awaiting mankind in ,The Dead Zone,.,~","Horror,Fiction,Thriller,Fantasy,Mystery,Suspense,Science Fiction,Fantasy,Paranormal,Fantasy,Supernatural,Novels",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283509622l/11573.jpg,451155750,402,3.94,4570,The Dead Zone,192151
Tahereh Mafi,Hardcover,"The thrilling second installment in New York Times bestselling author Tahereh Mafiâ€™s Shatter Me series.,It should have taken Juliette a single touch to kill Warner. But his mysterious immunity to her deadly power has left her shaken, wondering why her ultimate defense mechanism failed against the person she most needs protection from.,She and Adam were able to escape Warnerâ€™s clutches and join up with a group of rebels, many of whom have powers of their own. Juliette will finally be able to actively fight against The Reestablishment and try to fix her broken world. And perhaps these new allies can help her shed light on the secret behind Adamâ€™sâ€”and Warnerâ€™sâ€”immunity to her killer skin.,Julietteâ€™s world is packed with high-stakes action and tantalizing romance, perfect for fans of the Red Queen series by Victoria Aveyard and the Darkest Minds trilogy by Alexandra Bracken.,Ransom Riggs, #1 New York Times bestselling author of Miss Peregrine's Home for Peculiar Children, raved: ""A thrilling, high-stakes saga of self-discovery and forbidden love, the Shatter Me series is a must-read for fans of dystopian young-adult literatureâ€”or any literature!""","Young Adult,Science Fiction,Dystopia,Fantasy,Romance,Science Fiction,Fantasy,Paranormal,Fiction,New Adult,Young Adult,Young Adult Fantasy,Apocalyptic,Post Apocalyptic",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340287622l/13104080.jpg,62085530,461,4.2,16794,Unravel Me,191970
Sara Shepard,Hardcover,"EVERYONE HAS SOMETHING TO HIDE - ESPECIALLY HIGH SCHOOL JUNIORS SPENCER, ARIA, EMILY, AND HANNA,Spencer covets her sister's boyfriend. Aria's fantasizing about her English teacher. Emily's crushing on the new girl at school. Hanna uses some ugly tricks to stay beautiful. But they've all kept an even ,bigger, secret since their friend Alison vanished.,How do I know? Because I know ,everything, about the bad girls they were, the naughty girls they are, and the dirty secrets they've kept. And guess what? I'm telling.","Young Adult,Mystery,Contemporary,Fiction,Romance,Womens Fiction,Chick Lit,Young Adult,Teen,Thriller,Realistic Fiction,Drama",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377830522l/162085.jpg,60887303,286,3.87,9225,Pretty Little Liars,189942
Toni Morrison,Paperback,"The Bluest Eye, is Toni Morrison's first novel, a book heralded for its richness of language and boldness of vision. Set in the author's girlhood hometown of Lorain, Ohio, it tells the story of black, eleven-year-old Pecola Breedlove. Pecola prays for her eyes to turn blue so that she will be as beautiful and beloved as all the blond, blue-eyed children in America. In the autumn of 1941, the year the marigolds in the Breedloves' garden do not bloom. Pecola's life does change- in painful, devastating ways.,What its vivid evocation of the fear and loneliness at the heart of a child's yearning, and the tragedy of its fulfillment. ,The Bluest Eye, remains one of Toni Morrisons's most powerful, unforgettable novels- and a significant work of American fiction.","Fiction,Classics,Historical,Historical Fiction,Cultural,African American,Race,Literature,Novels,Literary Fiction,Academic,School,Literature,American",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208495l/11337.jpg,452287065,216,4.08,10449,The Bluest Eye,188644
Julia Quinn,Paperback,"The Duke and I, is a romance set in the Regency era.,In the ballrooms and drawing rooms of Regency London, rules abound. From their earliest days, children of aristocrats learn how to address an earl and curtsey before a princeâ€”while other dictates of the ton are unspoken yet universally understood. A proper duke should be imperious and aloof. A young, marriageable lady should be amiableâ€¦ but not too amiable.,Daphne Bridgerton has always failed at the latter. The fourth of eight siblings in her close-knit family, she has formed friendships with the most eligible young men in London. Everyone likes Daphne for her kindness and wit. But no one truly desires her. She is simply too deuced honest for that, too unwilling to play the romantic games that captivate gentlemen.,Amiability is not a characteristic shared by Simon Basset, Duke of Hastings. Recently returned to England from abroad, he intends to shun both marriage and societyâ€”just as his callous father shunned Simon throughout his painful childhood. Yet an encounter with his best friendâ€™s sister offers another option. If Daphne agrees to a fake courtship, Simon can deter the mamas who parade their daughters before him. Daphne, meanwhile, will see her prospects and her reputation soar.,The plan works like a charmâ€”at first. But amid the glittering, gossipy, cut-throat world of Londonâ€™s elite, there is only one certainty: love ignores every rule...","Romance,Romance,Historical Romance,Historical,Historical,Historical Fiction,Fiction,Historical,Regency,Adult,Audiobook,Historical Romance,Regency Romance,Womens Fiction,Chick Lit",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379594717l/110391.jpg,380800829,384,3.87,15854,The Duke and I,188431
Alice Clayton,Paperback,"The first night after Caroline moves into her fantastic new San Francisco apartment, she realizes she's gaining an intimate knowledge of her new neighbor's nocturnal adventures. Thanks to paper-thin walls and the guy's athletic prowess, she can hear not just his bed banging against the wall but the ecstatic response of what seems (as loud night after loud night goes by) like an endless parade of women. And since Caroline is currently on a self-imposed dating hiatus, and her neighbor is clearly lethally attractive to women, she finds her fantasies keep her awake even longer than the noise. So when the wallbanging threatens to literally bounce her out of bed, Caroline, clad in sexual frustration and a pink baby-doll nightie, confronts Simon Parker, her heard-but-never-seen neighbor. The tension between them is as thick as the walls are thin, and the results just as mixed. Suddenly, Caroline is finding she may have discovered a whole new definition of neighborly...,In a delicious mix of silly and steamy, Alice Clayton dishes out a hot and hilarious tale of exasperation at first sight...","Romance,Contemporary,Romance,Contemporary Romance,Humor,New Adult,Adult,Womens Fiction,Chick Lit,Adult Fiction,Erotica,Fiction,Humor,Comedy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352205960l/15858248.jpg,1623420024,384,4.03,13867,Wallbanger,185808
"Paulo Coelho,Margaret Jull Costa,KÃ¢muran Åžipal",Paperback,"In his latest international bestseller, the celebrated author of ,The Alchemist, addresses the fundamental questions asked by millions: What am I doing here today? and Why do I go on living?,Twenty-four-year-old Veronika seems to have everything she could wish for: youth and beauty, plenty of attractive boyfriends, a fulfilling job, and a loving family. Yet something is lacking in her life. Inside her is a void so deep that nothing could possibly ever fill it. So, on the morning of November 11, 1997, Veronika decides to die. She takes a handful of sleeping pills expecting never to wake up.,Naturally Veronika is stunned when she does wake up at Villete, a local mental hospital, where the staff informs her that she has, in fact, partially succeeded in achieving her goal. While the overdose didn't kill Veronika immediately, the medication has damaged her heart so severely that she has only days to live.,The story follows Veronika through the intense week of self-discovery that ensues. To her surprise, Veronika finds herself drawn to the confinement of Villete and its patients, who, each in his or her individual way, reflect the heart of human experience. In the heightened state of life's final moments, Veronika discovers things she has never really allowed herself to feel before: hatred, fear, curiosity, love, and sexual awakening. She finds that every second of her existence is a choice between living and dying, and at the eleventh hour emerges more open to life than ever before.,In Veronika Decides to Die,, Paulo Coelho takes the reader on a distinctly modern quest to find meaning in a culture overshadowed by angst, soulless routine, and pervasive conformity. Based on events in Coelho's own life, ,Veronika Decides to Die, questions the meaning of madness and celebrates individuals who do not fit into patterns society considers to be normal. Poignant and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity.","Fiction,Contemporary,Philosophy,Novels,Psychology,Romance,Drama,Health,Mental Health,Literature,Spirituality",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348139939l/1431.jpg,61124265,210,3.71,8537,Veronika Decides to Die,185175
Sylvia Day,Paperback,"From the moment I first met Gideon Cross, I recognized something in him that I needed. Something I couldn't resist. I saw the dangerous and damaged soul inside--so much like my own. I was drawn to it. I needed him as surely as I needed my heart to beat.,No one knows how much he risked for me. How much I'd been threatened, or just how dark and desperate the shadow of our pasts would become.,Entwined by our secrets, we tried to defy the odds. We made our own rules and surrendered completely to the exquisite power of possession...","Romance,Adult Fiction,Erotica,Contemporary,Romance,Contemporary Romance,Adult,Romance,Erotic Romance,Erotica,BDSM,Fiction,New Adult,Womens Fiction,Chick Lit",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362526983l/15731779._SY475_.jpg,425263924,356,4.19,10190,Entwined with You,184273
"Diana Gabaldon,Janos Farkas",Mass Market Paperback,"The year is 1771, and war is coming. Jamie Fraserâ€™s wife tells him so. Little as he wishes to, he must believe it, for hers is a gift of dreadful prophecyâ€”a time-travelerâ€™s certain knowledge. Claireâ€™s unique view of the future has brought him both danger and deliverance in the past; her knowledge of the oncoming revolution is a flickering torch that may light his way through the perilous years aheadâ€”or ignite a conflagration that will leave their lives in ashes.","Historical,Historical Fiction,Romance,Fiction,Fantasy,Science Fiction,Time Travel,Historical,Romance,Historical Romance,Audiobook,Adult,Adventure",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407366842l/10967.jpg,440221668,1443,4.22,7527,The Fiery Cross,184185
Robin Sloan,Hardcover,"The Great Recession has shuffled Clay Jannon away from life as a San Francisco web-design drone and into the aisles of Mr. Penumbra's 24-Hour Bookstore, but after a few days on the job, Clay discovers that the store is more curious than either its name or its gnomic owner might suggest. The customers are few, and they never seem to buy anything; instead, they ""check out"" large, obscure volumes from strange corners of the store. Suspicious, Clay engineers an analysis of the clientele's behavior, seeking help from his variously talented friends, but when they bring their findings to Mr. Penumbra, they discover the bookstore's secrets extend far beyond its walls.","Fiction,Mystery,Fantasy,Writing,Books About Books,Contemporary,Audiobook,Adult,Adult Fiction,Adventure,Novels",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345089845l/13538873.jpg,374214913,288,3.74,26197,Mr. Penumbra's 24-Hour Bookstore,182965
"Kenneth Branagh,William Shakespeare",Paperback,"Often credited with creating a popular movie audience for Shakespeare, Kenneth Branagh has wanted for many years to bring to the screen the complete, full-length version of ,Hamlet,, Shakespeare's greatest play.,""The film, like the play, will have something for everyone,"" he says. ""Its a ghost story, a thriller, an action-packed murder mystery, and a great tragedy that is profoundly moving."" With an outstanding cast of international actors--including Derek Jacobi as Claudius, Julie Christie as Gertrude, Kate Winslet as Ophelia, Charlton Heston as the Player King, Robin Williams as Osric, and Gerard Depardieu as Reynaldo--Branagh's version, in which he will play the title role as well as direct, is sure to go down in film history.,This beautiful volume includes Branagh's introduction and screenplay adaptation of Shakespeare's text, color and black-and-white stills, and a production diary that takes us behind the scenes for a day-to-day look at the shooting of his film.","Classics,Plays,Fiction,Drama,Literature,Academic,School,Plays,Theatre,Academic,Read For School,Young Adult,High School,Poetry",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348289640l/117251.jpg,393315053,224,4.14,225,"Hamlet: Screenplay, Introduction And Film Diary",182760
"Richard Bachman,Stephen King",Mass Market Paperback,"Billy Halleck, good husband and loving father, is both beneficiary and victim of the American good life: He has an expensive home, a nice family, and a rewarding career as a lawyer...but he is also fifty pounds overweight and edging into heart attack country.","Horror,Fiction,Thriller,Fantasy,Fantasy,Supernatural,Fantasy,Paranormal,Suspense,Mystery,Novels,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554308961l/10605._SY475_.jpg,451190750,320,3.74,2722,Thinner,182188
Jodi Picoult,Hardcover,"Some stories live forever . . .,Sage Singer is a baker. She works through the night, preparing the dayâ€™s breads and pastries, trying to escape a reality of loneliness, bad memories, and the shadow of her motherâ€™s death. When Josef Weber, an elderly man in Sageâ€™s grief support group, begins stopping by the bakery, they strike up an unlikely friendship. Despite their differences, they see in each other the hidden scars that others canâ€™t, and they become companions.,Everything changes on the day that Josef confesses a long-buried and shameful secretâ€”one that nobody else in town would ever suspectâ€”and asks Sage for an extraordinary favor. If she says yes, she faces not only moral repercussions, but potentially legal ones as well. With her own identity suddenly challenged, and the integrity of the closest friend sheâ€™s ever had clouded, Sage begins to question the assumptions and expectations sheâ€™s made about her life and her family. When does a moral choice become a moral imperative? And where does one draw the line between punishment and justice, forgiveness and mercy?,In this searingly honest novel, Jodi Picoult gracefully explores the lengths we will go in order to protect our families and to keep the past from dictating the future","Fiction,Historical,Historical Fiction,World War II,Holocaust,Historical,Contemporary,Adult Fiction,War,World War II,Adult,War,Drama",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356328634l/15753740.jpg,1439102767,461,4.26,17226,The Storyteller,181819
Marie Lu,Hardcover,"He is a Legend.,She is a Prodigy.,Who will be Champion?, , ,June and Day have sacrificed so much for the people of the Republicâ€”and each otherâ€”and now their country is on the brink of a new existence. June is back in the good graces of the Republic, working within the governmentâ€™s elite circles as Princeps-Elect, while Day has been assigned a high-level military position. ,But neither could have predicted the circumstances that will reunite them: just when a peace treaty is imminent, a plague outbreak causes panic in the Colonies, and war threatens the Republicâ€™s border cities. This new strain of plague is deadlier than ever, and June is the only one who knows the key to her countryâ€™s defense. But saving the lives of thousands will mean asking the one she loves to give up everything. ,With heart-pounding action and suspense, Marie Luâ€™s bestselling trilogy draws to a stunning conclusion.","Science Fiction,Dystopia,Young Adult,Romance,Science Fiction,Fantasy,Fiction,Adventure,Action,Audiobook,Young Adult,Teen",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382652310l/14290364.jpg,399256776,369,4.33,16013,Champion,180138
Susannah Cahalan,Hardcover,"An award-winning memoir and instant ,New York Times, bestseller that goes far beyond its riveting medical mystery, ,Brain on Fire, is the powerful account of one womanâ€™s struggle to recapture her identity.,When twenty-four-year-old Susannah Cahalan woke up alone in a hospital room, strapped to her bed and unable to move or speak, she had no memory of how sheâ€™d gotten there. Days earlier, she had been on the threshold of a new, adult life: at the beginning of her first serious relationship and a promising career at a major New York newspaper. Now she was labeled violent, psychotic, a flight risk. What happened?,In a swift and breathtaking narrative, Cahalan tells the astonishing true story of her descent into madness, her familyâ€™s inspiring faith in her, and the lifesaving diagnosis that nearly didnâ€™t happen.","Nonfiction,Autobiography,Memoir,Psychology,Biography,Audiobook,Health,Mental Health,Science,Medical,Biography Memoir,Health,Medicine",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353173297l/13547180.jpg,145162137X,250,4.05,13154,Brain on Fire: My Month of Madness,180049
Stephen King,Mass Market Paperback,"Four years after the sudden death of his wife, forty-year-old bestselling novelist Mike Noonan is still grieving. Unable to write, and plagued by vivid nightmares set at the western Maine summerhouse he calls Sara Laughs, Mike reluctantly returns to the lakeside getaway. There, he finds his beloved Yankee town held in the grip of a powerful millionaire, Max Devore, whose vindictive purpose is to take his three-year-old granddaughter, Kyra, away from her widowed young mother, Mattie. As Mike is drawn into Mattie and Kyra's struggle, as he falls in love with both of them, he is also drawn into the mystery of Sara Laughs, now the site of ghostly visitations and escalating terrors. What are the forces that have been unleashed hereâ€”and what do they want of Mike Noonan?,It is no secret that King is one of our most mesmerizing storytellers. In ,Bag of Bones,, he proves to be one of our most moving as well.,(back cover)","Horror,Fiction,Thriller,Mystery,Fantasy,Fantasy,Paranormal,Suspense,Fantasy,Supernatural,Paranormal,Ghosts,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365592796l/10589.jpg,067102423X,736,3.91,4473,Bag of Bones,178896
"Sophocles,Alphonse Dain,J.E. Thomas,Paul Mazon",Paperback,"""...what man wins more happiness than just its shape and the ruin when that shape collapses?"",Sophocles' Oedipus Rex has never been surpassed for the raw and terrible power with which its hero struggles to answer the eternal question, ""Who am I?"" The play, a story of a king who acting entirely in ignorance kills his father and marries his mother, unfolds with shattering power; we are helplessly carried along with Oedipus towards the final, horrific truth. ,To make Oedipus more accessible for the modern reader, our Prestwick House Literary Touchstone Classics includes a glossary of the more difficult words, as well as convenient sidebar notes to enlighten the reader on aspects that may be confusing or overlooked. We hope that the reader may, through this edition, more fully enjoy the beauty of the verse, the wisdom of the insights, and the impact of the drama.","Classics,Plays,Fiction,Drama,Academic,School,Fantasy,Mythology,Academic,Read For School,Plays,Theatre,Literature,Young Adult,High School",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182316l/1554.jpg,1580495931,75,3.72,3654,Oedipus Rex,178823
Jenny  Lawson,Hardcover,"Internet star Jenny Lawson, aka The Bloggess, makes her literary debut. Jenny Lawson realized that the most mortifying moments of our livesâ€”the ones weâ€™d like to pretend never happenedâ€”are in fact the ones that define us. Lawson takes readers on a hilarious journey recalling her bizarre upbringing in rural Texas, her devastatingly awkward high school years, and her relationship with her long-suffering husband, Victor. Chapters include: â€œStanley the Magical, Talking Squirrelâ€; â€œA Series of Angry Post-It Notes to My Husbandâ€; â€œMy Vagina Is Fine. Thanks for Askingâ€; â€œAnd Then I Snuck a Dead Cuban Alligator on an Airplane.â€ Pictures with captions (no one would believe these things without proof) accompany the text.","Nonfiction,Autobiography,Memoir,Humor,Biography,Audiobook,Humor,Comedy,Biography Memoir,Biography,Autobiography,Adult,Health,Mental Health",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489415716l/12868761._SY475_.jpg,399159010,318,3.87,18391,Let's Pretend This Never Happened: A Mostly True Memoir,178158
"Bernhard Schlink,Carol Brown Janeway",Hardcover,"Hailed for its coiled eroticism and the moral claims it makes upon the reader, this mesmerizing novel is a story of love and secrets, horror and compassion, unfolding against the haunted landscape of postwar Germany.,When he falls ill on his way home from school, fifteen-year-old Michael Berg is rescued by Hanna, a woman twice his age. In time she becomes his loverâ€”then she inexplicably disappears. When Michael next sees her, he is a young law student, and she is on trial for a hideous crime. As he watches her refuse to defend her innocence, Michael gradually realizes that Hanna may be guarding a secret she considers more shameful than murder.","Fiction,Historical,Historical Fiction,Classics,European Literature,German Literature,World War II,Holocaust,Romance,Historical,Cultural,Germany,War,War,World War II",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936339l/101299.jpg,375408266,216,3.76,10587,The Reader,177707
Robert Ludlum,Mass Market Paperback,"A killer with no face, no identity and a name the world wanted to forget:,Jason Bourne,Reenter the shadowy world of Jason Bourne, an expert assassin still plagued by the splintered nightmares of his former life. This time the stakes are higher than ever. For someone else has taken on the Bourne identityâ€”a ruthless killer who must be stopped or the world will pay a devastating price. To succeed, the real Jason Bourne must maneuver through the dangerous labyrinth of international espionageâ€”an exotic world filled with CIA plots, turncoat agents, and ever-shifting alliancesâ€”all the while hoping to find the truth behind his haunted memories and the answers to his own fragmented past. This time there are two Bournesâ€”and one must die.","Fiction,Thriller,Mystery,Suspense,Spy Thriller,Espionage,Action,Adventure,Mystery,Crime,Drama,Thriller,Mystery Thriller",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335860600l/15769.jpg,752863886,688,4.1,1252,The Bourne Supremacy,177611
"William Shakespeare,Roma Gill",Paperback,"The ,Oxford School Shakespeare, has become the preferred introduction to the literary legacy of the greatest playwright in the English language. This exclusive collection of the Bard's best works has been designed specifically for readers new to Shakespeare's rich literary legacy. Each play is presented complete and unabridged, in large print. Every book is well illustrated, and starts with a commentary and character summary. Scene synopses and character summaries clarify confusing plots, while incisive essays explore the historical context and Shakespeare's sources. Each book ends with a complete list of Shakespeare's plays and a brief chronology of the Bard's life. The detailed explanatory notes are written clearly and positioned right next to the text--no more squinting at microscopic footnotes or flipping pages back and forth in search of endnotes!,The new edition of the series features new covers and new illustrations, including both new drawings and photos from recent productions of Shakespeare's plays around the globe. In addition, the notes and the introductory material have been completely revised in line with new research and in order to make them clearer and more accessible. Finally, the entire text has been redesigned and reset to enhance readability. The new edition achieves the feat of unprecedented clarity of presentation without any cuts to the original text or the detailed explanations.","Classics,Plays,Fiction,Drama,Academic,School,Historical,Historical Fiction,Literature,Academic,Read For School,Plays,Theatre,Young Adult,High School",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354574927l/13006.jpg,198320272,128,3.69,4693,Julius Caesar,177008
Kate Egan,Paperback,"Go behind the scenes of the making of The Hunger Games with exclusive images and interviews. From the screenwriting process to the casting decisions to the elaborate sets and costumes to the actors' performances and directors' vision, this is the definitive companion to the breathtaking film.","Nonfiction,Science Fiction,Dystopia,Media Tie In,Adventure,Culture,Film,Young Adult,Teen,Romance,Love,Thriller,Romance,M M Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363678804l/11742691.jpg,545422906,160,4.52,412,The Hunger Games: Official Illustrated Movie Companion,175110
James Dashner,Hardcover,"Before WICKED was formed, before the Glade was built, before Thomas entered the Maze, sun flares hit the earth and mankind fell to disease.,Mark and Trina were there when it happened, and they survived. But surviving the sun flares was easy compared to what came next. Now a disease of rage and lunacy races across the eastern United States, and thereâ€™s something suspicious about its origin. Worse yet, itâ€™s mutating, and all evidence suggests that it will bring humanity to its knees.,Mark and Trina are convinced thereâ€™s a way to save those left living from descending into madness. And theyâ€™re determined to find itâ€”if they can stay alive. Because in this new, devastated world, every life has a price. And to some, youâ€™re worth more dead than alive.","Young Adult,Science Fiction,Dystopia,Science Fiction,Fiction,Fantasy,Apocalyptic,Post Apocalyptic,Adventure,Audiobook,Young Adult,Teen,Action",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330636153l/13089710.jpg,385742886,327,3.71,10064,The Kill Order,174922
Agatha Christie,Hardcover,"Considered to be one of Agatha Christie's most controversial mysteries, ,The Murder of Roger Ackroyd, breaks all the rules of traditional mystery writing. ,The peaceful English village of Kingâ€™s Abbot is stunned. First, the attractive widow Ferrars dies from an overdose of veronal. Not twenty-four hours later, Roger Ackroydâ€”the man she had planned to marryâ€”is murdered. It is a baffling, complex case involving blackmail, suicide, and violent death, a cast that taxes Hercule Poirotâ€™s â€œlittle grey cellsâ€ before he reaches one of the most startling conclusions of his fabled career.","Mystery,Fiction,Classics,Mystery,Crime,Thriller,Mystery Thriller,Mystery,Detective,Thriller,Audiobook,European Literature,British Literature,Mystery,Murder Mystery",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389734015l/16328.jpg,1579126278,288,4.24,12426,The Murder of Roger Ackroyd,174037
"Jon Scieszka,Lane Smith",Paperback,"You thought you knew the story of the â€œThe Three Little Pigsâ€â€¦ You thought wrong.,Â ,In this hysterical and clever fracture fairy tale picture book that twists point of view and perspective, young readers will finally hear the other side of the story of â€œThe Three Little Pigs.â€","Childrens,Picture Books,Childrens,Fiction,Humor,Animals,Fantasy,Fairy Tales,Fantasy,Kids,Classics,Retellings",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327884731l/125507.jpg,140544518,32,4.3,3554,The True Story of the 3 Little Pigs,173922
John Gray,Paperback,"Once upon a time Martians and Venusians met, fell in love, and had happy relationships together because they respected and accepted their differences. Then they came to Earth and amnesia set in: they forgot they were from different planets.,Based on years of successful counseling of couples and individuals, ,Men Are from Mars, Women Are from Venus, has helped millions of couples transform their relationships. Now viewed as a modern classic, this phenomenal book has helped men and women realize how different they really are and how to communicate their needs in such a way that conflict doesn't arise and intimacy is given every chance to grow!!!!","Nonfiction,Self Help,Psychology,Relationships,Marriage,Self Help,Personal Development,Philosophy,Romance,Unfinished,Language,Communication",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441636319l/1274._SY475_.jpg,60574216,368,3.57,6152,"Men Are from Mars, Women Are from Venus",172529
Jamie McGuire,Paperback,"How much is too much to love? Travis Maddox learned two things from his mother before she died: Love hard. Fight harder.,Finally, the highly anticipated follow-up to the New York Times bestseller Beautiful Disaster.,Can you love someone too much?,Travis Maddox learned two things from his mother before she died: Love hard. Fight harder.,In Walking Disaster, the life of Travis is full of fast women, underground gambling, and violence. But just when he thinks he is invincible, Abby Abernathy brings him to his knees.,Every story has two sides. In Beautiful Disaster, Abby had her say. Now itâ€™s time to see the story through Travisâ€™s eyes.","Romance,New Adult,Contemporary,Young Adult,Romance,Contemporary Romance,Academic,College,Fiction,Womens Fiction,Chick Lit,Warfare,Fighters,Love",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352338368l/15745950.jpg,1476712980,448,4.19,11967,Walking Disaster,172528
Lois Lowry,Paperback,"In her strongest work to date, Lois Lowry once again creates a mysterious but plausible future world. It is a society ruled by savagery and deceit that shuns and discards the weak. Left orphaned and physically flawed, young Kira faces a frightening, uncertain future. Blessed with an almost magical talent that keeps her alive, she struggles with ever broadening responsibilities in her quest for truth, discovering things that will change her life forever.,As she did in ,The Giver,, Lowry challenges readers to imagine what our world could become, and what will be considered valuable. Every reader will be taken by Kira's plight and will long ponder her haunting world and the hope for the future.","Young Adult,Science Fiction,Dystopia,Fiction,Fantasy,Science Fiction,Childrens,Middle Grade,Classics,Childrens,Audiobook,Young Adult,Teen",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388195391l/12936.jpg,385732562,240,3.81,11622,Gathering Blue,169173
Karen Marie Moning,Hardcover,"""My name is MacKayla, Mac for short. I'm a sidhe-seer, one who sees the Fae, a fact I accepted only recently and very reluctantly.,My philosophy is pretty simple - any day nobody's trying to kill me is a good day in my book. I haven't had many good days lately. Not since the walls between Man and Fae came down. But then, there's not a sidhe-seer alive who's had a good day since then."",When MacKayla's sister was murdered, she left a single clue to her death, a cryptic message on Mac's cell phone. Journeying to Ireland in search of answers, Mac is soon faced with an even greater challenge: staying alive long enough to master a power she had no idea she possessed - a gift that allows her to see beyond the world of man, into the dangerous realm of the Fae.,As Mac delves deeper into the mystery of her sister's death, her every move is shadowed by the dark, mysterious Jericho...while at the same time, the ruthless V'lane - an alpha Fae who makes sex an addiction for human women - closes in on her. As the boundary between worlds begins to crumble, Mac's true mission becomes clear: to find the elusive ,Sinsar Dubh, before someone else claims the all-powerful Dark Book - because whoever gets to it first holds nothing less than complete control both worlds in their hands.","Fantasy,Fantasy,Urban Fantasy,Fantasy,Paranormal,Romance,Romance,Paranormal Romance,Fairies,Fae,Adult,Fiction,Fantasy,Supernatural,Paranormal,Vampires",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392579949l/112750.jpg,385339151,309,4.05,10821,Darkfever,168618
